position	originalpos	primaryprefix	altprefixes	localid	iri	resolvingns	humanhtml	homepage	description	title	registry
215	215	user	user		http://schemas.talis.com/2005/user/schema#						Prefix.cc
216	216	rnews	rnews		http://iptc.org/std/rNews/2011-10-07#						Prefix.cc
217	217	chord	chord		http://purl.org/ontology/chord/						Prefix.cc
218	218	ti	ti		http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl#						Prefix.cc
219	219	bf	bf		http://bibframe.org/vocab/						Prefix.cc
220	220	omb	omb		http://purl.org/ontomedia/ext/common/being#						Prefix.cc
221	221	nao	nao		http://www.semanticdesktop.org/ontologies/2007/08/15/nao#						Prefix.cc
222	222	doc	doc		http://www.w3.org/2000/10/swap/pim/doc#						Prefix.cc
223	223	rec	rec		http://purl.org/ontology/rec/core#						Prefix.cc
224	224	courseware	courseware		http://courseware.rkbexplorer.com/ontologies/courseware#						Prefix.cc
225	225	so	so		http://purl.org/ontology/symbolic-music/						Prefix.cc
226	226	formats	formats		http://www.w3.org/ns/formats/						Prefix.cc
227	227	spin	spin		http://spinrdf.org/spin#						Prefix.cc
228	228	bibtex	bibtex		http://purl.oclc.org/NET/nknouf/ns/bibtex#						Prefix.cc
229	229	rep	rep		http://www.openrdf.org/config/repository#						Prefix.cc
230	230	lfm	lfm		http://purl.org/ontology/last-fm/						Prefix.cc
231	231	sede	sede		http://eventography.org/sede/0.1/						Prefix.cc
232	232	spl	spl		http://spinrdf.org/spl#						Prefix.cc
233	233	irrl	irrl		http://www.ontologydesignpatterns.org/cp/owl/informationobjectsandrepresentationlanguages.owl#						Prefix.cc
234	234	geoes	geoes		http://geo.linkeddata.es/ontology/						Prefix.cc
235	235	lv	lv		http://purl.org/lobid/lv#						Prefix.cc
236	236	dctype	dctype		http://purl.org/dc/dcmitype/						Prefix.cc
237	237	nco	nco		http://www.semanticdesktop.org/ontologies/2007/03/22/nco#						Prefix.cc
238	238	powder	powder		http://www.w3.org/2007/05/powder#						Prefix.cc
239	239	vote	vote		http://www.rdfabout.com/rdf/schema/vote/						Prefix.cc
240	240	atomix	atomix		http://buzzword.org.uk/rdf/atomix#						Prefix.cc
241	241	dce	dce		http://purl.org/dc/elements/1.1/						Prefix.cc
242	242	iswc	iswc		http://annotation.semanticweb.org/2004/iswc#						Prefix.cc
243	243	rei	rei		http://www.w3.org/2004/06/rei#						Prefix.cc
244	244	fec	fec		http://www.rdfabout.com/rdf/schema/usfec/						Prefix.cc
245	245	admingeo	admingeo		http://data.ordnancesurvey.co.uk/ontology/admingeo/						Prefix.cc
246	246	lx	lx		http://purl.org/NET/lx#						Prefix.cc
247	247	audio	audio		http://purl.org/media/audio#						Prefix.cc
248	248	lingvoj	lingvoj		http://www.lingvoj.org/ontology#						Prefix.cc
249	249	doac	doac		http://ramonantonio.net/doac/0.1/#						Prefix.cc
250	250	go	go		http://purl.org/obo/owl/GO#						Prefix.cc
251	251	dailymed	dailymed		http://www4.wiwiss.fu-berlin.de/dailymed/resource/dailymed/						Prefix.cc
252	252	wordmap	wordmap		http://purl.org/net/ns/wordmap#						Prefix.cc
253	253	nrl	nrl		http://www.semanticdesktop.org/ontologies/2007/08/15/nrl#						Prefix.cc
254	254	hcterms	hcterms		http://purl.org/uF/hCard/terms/						Prefix.cc
255	255	kb	kb		http://deductions.sf.net/ontology/knowledge_base.owl#						Prefix.cc
256	256	label	label		http://purl.org/net/vocab/2004/03/label#						Prefix.cc
257	257	ecs	ecs		http://rdf.ecs.soton.ac.uk/ontology/ecs#						Prefix.cc
258	258	imm	imm		http://schemas.microsoft.com/imm/						Prefix.cc
259	259	biol	biol		http://purl.org/NET/biol/ns#						Prefix.cc
260	260	lastfm	lastfm		http://purl.org/ontology/last-fm/						Prefix.cc
261	261	resex	resex		http://resex.rkbexplorer.com/ontologies/resex#						Prefix.cc
262	262	spc	spc		http://purl.org/ontomedia/core/space#						Prefix.cc
263	263	affy	affy		http://www.affymetrix.com/community/publications/affymetrix/tmsplice#						Prefix.cc
264	264	xen	xen		http://buzzword.org.uk/rdf/xen#						Prefix.cc
265	265	dul	dul		http://www.loa-cnr.it/ontologies/DUL.owl#						Prefix.cc
266	266	coref	coref		http://www.rkbexplorer.com/ontologies/coref#						Prefix.cc
267	267	opm	opm		http://openprovenance.org/ontology#						Prefix.cc
268	268	moat	moat		http://moat-project.org/ns#						Prefix.cc
269	269	copyright	copyright		http://rhizomik.net/ontologies/copyrightonto.owl#						Prefix.cc
270	270	os	os		http://www.w3.org/2000/10/swap/os#						Prefix.cc
271	271	wgs84	wgs84		http://www.w3.org/2003/01/geo/wgs84_pos#						Prefix.cc
272	272	code	code		http://telegraphis.net/ontology/measurement/code#						Prefix.cc
273	273	dblp	dblp		http://dblp.uni-trier.de/rdf/schema-2015-01-26#						Prefix.cc
274	274	prj	prj		http://purl.org/stuff/project/						Prefix.cc
275	275	omp	omp		http://purl.org/ontomedia/ext/common/profession#						Prefix.cc
276	276	video	video		http://purl.org/media/video#						Prefix.cc
277	277	nexif	nexif		http://www.semanticdesktop.org/ontologies/2007/05/10/nexif#						Prefix.cc
278	278	kwijibo	kwijibo		http://kwijibo.talis.com/						Prefix.cc
279	279	pmlp	pmlp		http://inference-web.org/2.0/pml-provenance.owl#						Prefix.cc
280	280	ne	ne		http://umbel.org/umbel/ne/						Prefix.cc
281	281	sail	sail		http://www.openrdf.org/config/sail#						Prefix.cc
282	282	lfn	lfn		http://www.dotnetrdf.org/leviathan#						Prefix.cc
283	283	lifecycle	lifecycle		http://purl.org/vocab/lifecycle/schema#						Prefix.cc
284	284	sesame	sesame		http://www.openrdf.org/schema/sesame#						Prefix.cc
285	285	ibis	ibis		http://purl.org/ibis#						Prefix.cc
286	286	xro	xro		http://purl.org/xro/ns#						Prefix.cc
287	287	sit	sit		http://www.ontologydesignpatterns.org/cp/owl/situation.owl#						Prefix.cc
288	288	resist	resist		http://www.rkbexplorer.com/ontologies/resist#						Prefix.cc
289	289	p3p	p3p		http://www.w3.org/2002/01/p3prdfv1#						Prefix.cc
290	290	lotico	lotico		http://www.lotico.com/resource/						Prefix.cc
291	291	gd	gd		http://rdf.data-vocabulary.org/#						Prefix.cc
292	292	contact	contact		http://www.w3.org/2000/10/swap/pim/contact#						Prefix.cc
293	293	meetup	meetup		http://www.lotico.com/meetup/						Prefix.cc
294	294	ncal	ncal		http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#						Prefix.cc
295	295	opensearch	opensearch		http://a9.com/-/spec/opensearch/1.1/						Prefix.cc
296	296	space	space		http://purl.org/net/schemas/space/						Prefix.cc
297	297	doclist	doclist		http://www.junkwork.net/xml/DocumentList#						Prefix.cc
298	298	nmo	nmo		http://www.semanticdesktop.org/ontologies/2007/03/22/nmo#						Prefix.cc
299	299	meta	meta		http://www.openrdf.org/rdf/2009/metadata#						Prefix.cc
300	300	climb	climb		http://climb.dataincubator.org/vocabs/climb/						Prefix.cc
301	301	omc	omc		http://purl.org/ontomedia/ext/common/bestiary#						Prefix.cc
302	302	wv	wv		http://vocab.org/waiver/terms/						Prefix.cc
303	303	swandr	swandr		http://purl.org/swan/1.2/discourse-relationships/						Prefix.cc
304	304	h5	h5		http://buzzword.org.uk/rdf/h5#						Prefix.cc
305	305	meteo	meteo		http://purl.org/ns/meteo#						Prefix.cc
306	306	money	money		http://purl.org/net/rdf-money/						Prefix.cc
307	307	tags	tags		http://www.holygoat.co.uk/owl/redwood/0.1/tags/						Prefix.cc
308	308	lang	lang		http://ontologi.es/lang/core#						Prefix.cc
309	309	sdl	sdl		http://purl.org/vocab/riro/sdl#						Prefix.cc
310	310	eztag	eztag		http://ontologies.ezweb.morfeo-project.org/eztag/ns#						Prefix.cc
311	311	es	es		http://eulersharp.sourceforge.net/2003/03swap/log-rules#						Prefix.cc
312	312	hlisting	hlisting		http://sindice.com/hlisting/0.1/						Prefix.cc
313	313	ddc	ddc		http://purl.org/NET/decimalised#						Prefix.cc
314	314	myspo	myspo		http://purl.org/ontology/myspace#						Prefix.cc
315	315	airport	airport		http://www.daml.org/2001/10/html/airport-ont#						Prefix.cc
316	316	swanqs	swanqs		http://purl.org/swan/1.2/qualifiers/						Prefix.cc
317	317	hard	hard		http://www.w3.org/2007/uwa/context/hardware.owl#						Prefix.cc
318	318	grddl	grddl		http://www.w3.org/2003/g/data-view#						Prefix.cc
319	319	xhe	xhe		http://buzzword.org.uk/rdf/xhtml-elements#						Prefix.cc
320	320	prissma	prissma		http://ns.inria.fr/prissma/v1#						Prefix.cc
321	321	lom	lom		http://ltsc.ieee.org/rdf/lomv1p0/lom#						Prefix.cc
322	322	wnschema	wnschema		http://www.cogsci.princeton.edu/~wn/schema/						Prefix.cc
323	323	c4n	c4n		http://vocab.deri.ie/c4n#						Prefix.cc
324	324	cito	cito		http://purl.org/spar/cito/						Prefix.cc
325	325	phss	phss		http://ns.poundhill.com/phss/1.0/						Prefix.cc
326	326	ngeo	ngeo		http://geovocab.org/geometry#						Prefix.cc
327	327	custom	custom		http://www.openrdf.org/config/sail/custom#						Prefix.cc
328	328	ddl	ddl		http://purl.org/vocab/riro/ddl#						Prefix.cc
329	329	tdb	tdb		http://jena.hpl.hp.com/2008/tdb#						Prefix.cc
330	330	trackback	trackback		http://madskills.com/public/xml/rss/module/trackback/						Prefix.cc
331	331	sv	sv		http://schemas.talis.com/2005/service/schema#						Prefix.cc
332	332	ire	ire		http://www.ontologydesignpatterns.org/cpont/ire.owl#						Prefix.cc
333	333	sparql	sparql		http://ontologi.es/sparql#						Prefix.cc
334	334	fabio	fabio		http://purl.org/spar/fabio/						Prefix.cc
335	335	dcmitype	dcmitype		http://purl.org/dc/dcmitype/						Prefix.cc
336	336	net	net		http://www.w3.org/2007/uwa/context/network.owl#						Prefix.cc
337	337	bsbm	bsbm		http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/						Prefix.cc
338	338	swp	swp		http://www.w3.org/2004/03/trix/swp-2/						Prefix.cc
339	339	gpt	gpt		http://purl.org/vocab/riro/gpt#						Prefix.cc
340	340	sim	sim		http://purl.org/ontology/similarity/						Prefix.cc
341	341	ping	ping		http://purl.org/net/pingback/						Prefix.cc
342	342	gold	gold		http://purl.org/linguistics/gold/						Prefix.cc
343	343	wdr	wdr		http://www.w3.org/2007/05/powder#						Prefix.cc
344	344	pmlr	pmlr		http://inference-web.org/2.0/pml-relation.owl#						Prefix.cc
345	345	list	list		http://www.w3.org/2000/10/swap/list#						Prefix.cc
346	346	product	product		http://purl.org/commerce/product#						Prefix.cc
347	347	web	web		http://www.w3.org/2007/uwa/context/web.owl#						Prefix.cc
348	348	qdoslf	qdoslf		http://foaf.qdos.com/lastfm/schema/						Prefix.cc
349	349	smiley	smiley		http://www.smileyontology.com/ns#						Prefix.cc
350	350	ssn	ssn		http://purl.oclc.org/NET/ssnx/ssn#						Prefix.cc
351	351	umbelrc	umbelrc		http://umbel.org/umbel/rc/						Prefix.cc
352	352	osgb	osgb		http://data.ordnancesurvey.co.uk/id/						Prefix.cc
353	353	cco	cco		http://purl.org/ontology/cco/core#						Prefix.cc
354	354	like	like		http://ontologi.es/like#						Prefix.cc
355	355	b2bo	b2bo		http://purl.org/b2bo#						Prefix.cc
356	356	omm	omm		http://purl.org/ontomedia/core/media#						Prefix.cc
357	357	rdfa	rdfa		http://www.w3.org/ns/rdfa#						Prefix.cc
358	358	mf	mf		http://www.w3.org/2001/sw/DataAccess/tests/test-manifest#						Prefix.cc
359	359	fed	fed		http://www.openrdf.org/config/sail/federation#						Prefix.cc
360	360	scv	scv		http://purl.org/NET/scovo#						Prefix.cc
361	361	mysql	mysql		http://web-semantics.org/ns/mysql/						Prefix.cc
362	362	sec	sec		https://w3id.org/security#						Prefix.cc
363	363	dbprop	dbprop		http://dbpedia.org/property/						Prefix.cc
364	364	sml	sml		http://topbraid.org/sparqlmotionlib#						Prefix.cc
365	365	frbre	frbre		http://purl.org/vocab/frbr/extended#						Prefix.cc
366	366	smf	smf		http://topbraid.org/sparqlmotionfunctions#						Prefix.cc
367	367	lt	lt		http://diplomski.nelakolundzija.org/LTontology.rdf#						Prefix.cc
368	368	cycann	cycann		http://sw.cyc.com/CycAnnotations_v1#						Prefix.cc
369	369	obj	obj		http://www.openrdf.org/rdf/2009/object#						Prefix.cc
370	370	tripfs	tripfs		http://purl.org/tripfs/2010/02#						Prefix.cc
371	371	food	food		http://purl.org/foodontology#						Prefix.cc
372	372	nid3	nid3		http://www.semanticdesktop.org/ontologies/2007/05/10/nid3#						Prefix.cc
373	373	common	common		http://www.w3.org/2007/uwa/context/common.owl#						Prefix.cc
374	374	am	am		http://vocab.deri.ie/am#						Prefix.cc
375	375	osoc	osoc		http://web-semantics.org/ns/opensocial#						Prefix.cc
376	376	xforms	xforms		http://www.w3.org/2002/xforms/						Prefix.cc
377	377	opo	opo		http://online-presence.net/opo/ns#						Prefix.cc
378	378	gob	gob		http://purl.org/ontology/last-fm/						Prefix.cc
379	379	pmt	pmt		http://tipsy.googlecode.com/svn/trunk/vocab/pmt#						Prefix.cc
380	380	xl	xl		http://langegger.at/xlwrap/vocab#						Prefix.cc
381	381	tio	tio		http://purl.org/tio/ns#						Prefix.cc
382	382	puc	puc		http://purl.org/NET/puc#						Prefix.cc
383	383	profiling	profiling		http://ontologi.es/profiling#						Prefix.cc
384	384	swivt	swivt		http://semantic-mediawiki.org/swivt/1.0#						Prefix.cc
385	385	bib	bib		http://zeitkunst.org/bibtex/0.1/bibtex.owl#						Prefix.cc
386	386	lyou	lyou		http://purl.org/linkingyou/						Prefix.cc
387	387	swh	swh		http://plugin.org.uk/swh-plugins/						Prefix.cc
388	388	oat	oat		http://openlinksw.com/schemas/oat/						Prefix.cc
389	389	oc	oc		http://opencoinage.org/rdf/						Prefix.cc
390	390	states	states		http://www.w3.org/2005/07/aaa#						Prefix.cc
391	391	string	string		http://www.w3.org/2000/10/swap/string#						Prefix.cc
392	392	ezcontext	ezcontext		http://ontologies.ezweb.morfeo-project.org/ezcontext/ns#						Prefix.cc
393	393	wgs	wgs		http://www.w3.org/2003/01/geo/wgs84_pos#						Prefix.cc
394	394	imreg	imreg		http://www.w3.org/2004/02/image-regions#						Prefix.cc
395	395	awol	awol		http://bblfish.net/work/atom-owl/2006-06-06/#						Prefix.cc
396	396	conv	conv		http://purl.org/twc/vocab/conversion/						Prefix.cc
397	397	ttl	ttl		http://www.w3.org/2008/turtle#						Prefix.cc
398	398	dady	dady		http://purl.org/NET/dady#						Prefix.cc
399	399	ao	ao		http://purl.org/ontology/ao/core#						Prefix.cc
400	400	ro	ro		http://purl.org/wf4ever/ro#						Prefix.cc
401	401	crypto	crypto		http://www.w3.org/2000/10/swap/crypto#						Prefix.cc
402	402	psych	psych		http://purl.org/vocab/psychometric-profile/						Prefix.cc
403	403	ps	ps		https://w3id.org/payswarm#						Prefix.cc
404	404	swanco	swanco		http://purl.org/swan/1.2/swan-commons/						Prefix.cc
405	405	push	push		http://www.w3.org/2007/uwa/context/push.owl#						Prefix.cc
406	406	dummy	dummy		http://hello.com/						Prefix.cc
407	407	swanag	swanag		http://purl.org/swan/1.2/agents/						Prefix.cc
408	408	okkam	okkam		http://models.okkam.org/ENS-core-vocabulary#						Prefix.cc
409	409	library	library		http://purl.org/library/						Prefix.cc
410	410	geographis	geographis		http://telegraphis.net/ontology/geography/geography#						Prefix.cc
411	411	sawsdl	sawsdl		http://www.w3.org/ns/sawsdl#						Prefix.cc
412	412	edm	edm		http://www.europeana.eu/schemas/edm/						Prefix.cc
413	413	conserv	conserv		http://conserv.deri.ie/ontology#						Prefix.cc
414	414	urn	urn		http://fliqz.com/						Prefix.cc
415	415	aifb	aifb		http://www.aifb.kit.edu/id/						Prefix.cc
416	416	nif	nif		http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#						Prefix.cc
417	417	evset	evset		http://dsnotify.org/vocab/eventset/0.1/						Prefix.cc
418	418	coin	coin		http://purl.org/court/def/2009/coin#						Prefix.cc
419	419	ldap	ldap		http://purl.org/net/ldap/						Prefix.cc
420	420	swanpav	swanpav		http://purl.org/swan/1.2/pav/						Prefix.cc
421	421	ct	ct		http://data.linkedct.org/resource/linkedct/						Prefix.cc
422	422	soft	soft		http://www.w3.org/2007/uwa/context/software.owl#						Prefix.cc
423	423	wisski	wisski		http://wiss-ki.eu/						Prefix.cc
424	424	site	site		http://ns.ontowiki.net/SysOnt/Site/						Prefix.cc
425	425	isi	isi		http://purl.org/ontology/is/inst/						Prefix.cc
426	426	timeline	timeline		http://purl.org/NET/c4dm/timeline.owl#						Prefix.cc
427	427	postcode	postcode		http://data.ordnancesurvey.co.uk/id/postcodeunit/						Prefix.cc
428	428	xhtmlvocab	xhtmlvocab		http://www.w3.org/1999/xhtml/vocab/						Prefix.cc
429	429	dbpp	dbpp		http://dbpedia.org/property/						Prefix.cc
430	430	acco	acco		http://purl.org/acco/ns#						Prefix.cc
431	431	rooms	rooms		http://vocab.deri.ie/rooms#						Prefix.cc
432	432	game	game		http://data.totl.net/game/						Prefix.cc
433	433	pimo	pimo		http://www.semanticdesktop.org/ontologies/2007/11/01/pimo#						Prefix.cc
434	434	sport	sport		http://www.bbc.co.uk/ontologies/sport/						Prefix.cc
435	435	plink	plink		http://buzzword.org.uk/rdf/personal-link-types#						Prefix.cc
436	436	play	play		http://uriplay.org/spec/ontology/#						Prefix.cc
437	437	sm	sm		http://topbraid.org/sparqlmotion#						Prefix.cc
438	438	bookmark	bookmark		http://www.w3.org/2002/01/bookmark#						Prefix.cc
439	439	freebase	freebase		http://rdf.freebase.com/ns/						Prefix.cc
440	440	txn	txn		http://lod.taxonconcept.org/ontology/txn.owl#						Prefix.cc
441	441	evopat	evopat		http://ns.aksw.org/Evolution/						Prefix.cc
442	442	swanci	swanci		http://purl.org/swan/1.2/citations/						Prefix.cc
443	443	swid	swid		http://semanticweb.org/id/						Prefix.cc
444	444	ref	ref		http://purl.org/vocab/relationship/						Prefix.cc
445	445	wairole	wairole		http://www.w3.org/2005/01/wai-rdf/GUIRoleTaxonomy#						Prefix.cc
446	446	xesam	xesam		http://freedesktop.org/standards/xesam/1.0/core#						Prefix.cc
447	447	olo	olo		http://purl.org/ontology/olo/core#						Prefix.cc
448	448	lark1	lark1		http://users.utcluj.ro/~raluca/ontology/Ontology1279614123500.owl#						Prefix.cc
449	449	uri	uri		http://purl.org/NET/uri#						Prefix.cc
450	450	sysont	sysont		http://ns.ontowiki.net/SysOnt/						Prefix.cc
451	451	muto	muto		http://purl.org/muto/core#						Prefix.cc
452	452	httph	httph		http://www.w3.org/2007/ont/httph#						Prefix.cc
453	453	opus	opus		http://lsdis.cs.uga.edu/projects/semdis/opus#						Prefix.cc
454	454	isq	isq		http://purl.org/ontology/is/quality/						Prefix.cc
455	455	rulz	rulz		http://purl.org/NET/rulz#						Prefix.cc
456	456	geospecies	geospecies		http://rdf.geospecies.org/ont/geospecies#						Prefix.cc
457	457	pgterms	pgterms		http://www.gutenberg.org/2009/pgterms/						Prefix.cc
458	458	gml	gml		http://www.opengis.net/ont/gml#						Prefix.cc
459	459	anca	anca		http://users.utcluj.ro/~raluca/rdf_ontologies_ralu/ralu_modified_ontology_pizzas2_0#						Prefix.cc
460	460	remus	remus		http://www.semanticweb.org/ontologies/2010/6/Ontology1279614123500.owl#						Prefix.cc
461	461	yoda	yoda		http://purl.org/NET/yoda#						Prefix.cc
462	462	ist	ist		http://purl.org/ontology/is/types/						Prefix.cc
463	463	sio	sio		http://semanticscience.org/resource/						Prefix.cc
464	464	linkedct	linkedct		http://data.linkedct.org/vocab/						Prefix.cc
465	465	icaltzd	icaltzd		http://www.w3.org/2002/12/cal/icaltzd#						Prefix.cc
466	466	sl	sl		http://www.semanlink.net/2001/00/semanlink-schema#						Prefix.cc
467	467	sioca	sioca		http://rdfs.org/sioc/actions#						Prefix.cc
468	468	cpv	cpv		http://purl.org/weso/cpv/						Prefix.cc
469	469	dayta	dayta		http://dayta.me/resource#						Prefix.cc
470	470	act	act		http://www.w3.org/2007/rif-builtin-action#						Prefix.cc
471	471	lvont	lvont		http://lexvo.org/ontology#						Prefix.cc
472	472	lemon	lemon		http://lemon-model.net/lemon#						Prefix.cc
473	473	conversion	conversion		http://purl.org/twc/vocab/conversion/						Prefix.cc
474	474	derecho	derecho		http://purl.org/derecho#						Prefix.cc
475	475	status	status		http://ontologi.es/status#						Prefix.cc
476	476	georss	georss		http://www.georss.org/georss/						Prefix.cc
477	477	interval	interval		http://reference.data.gov.uk/def/intervals/						Prefix.cc
478	478	opmv	opmv		http://purl.org/net/opmv/ns#						Prefix.cc
479	479	places	places		http://purl.org/ontology/places#						Prefix.cc
480	480	xbrli	xbrli		http://www.xbrl.org/2003/instance#						Prefix.cc
481	481	w3p	w3p		http://prov4j.org/w3p/						Prefix.cc
482	482	pobo	pobo		http://purl.obolibrary.org/obo/						Prefix.cc
